,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,0.001037344398340249,0.0040128410914927765,0.0,0.0019646365422396855,0.0007407407407407407,0.0,0.0087527352297593,0.0,0.0024236548715462916,0.004225352112676056,0.07652303120356613,0.0,0.0023942537909018356,0.006044905008635579,0.7298899237933955,0.0,0.003009027081243731,0.007963594994311717,0.9072978303747534,0.0,0.002640845070422535,0.006430868167202572,0.05042016806722689,0.002136752136752137,0.0011933174224343676,0.004310344827586207,0.012944983818770227,0.0011876484560570072,0.0022727272727272726,0.013071895424836602,0.008273009307135471,0.001287001287001287
1,1.0,0.0031120331950207467,0.0,0.0008802816901408451,0.0019646365422396855,0.0014814814814814814,0.0,0.01312910284463895,0.0011299435028248588,0.0,0.002112676056338028,0.06835066864784546,0.0,0.0007980845969672786,0.0069084628670120895,0.7163420829805249,0.0007867820613690008,0.003009027081243731,0.011376564277588168,0.8717948717948718,0.0,0.002640845070422535,0.00964630225080386,0.05042016806722689,0.0010683760683760685,0.00477326968973747,0.005387931034482759,0.011866235167206042,0.0011876484560570072,0.0022727272727272726,0.013071895424836602,0.016546018614270942,0.002574002574002574
2,2.0,0.0,0.0,0.0008802816901408451,0.0,0.002962962962962963,0.0,0.009482129832239242,0.0,0.0,0.002112676056338028,0.06537890044576523,0.0,0.0039904229848363925,0.009499136442141624,0.7231160033869602,0.0,0.00802407221664995,0.010238907849829351,0.8560157790927022,0.0027223230490018148,0.00528169014084507,0.010718113612004287,0.04726890756302521,0.003205128205128205,0.00477326968973747,0.009698275862068966,0.017259978425026967,0.0035629453681710215,0.004545454545454545,0.008714596949891068,0.008273009307135471,0.010296010296010296
3,3.0,0.001037344398340249,0.0,0.002640845070422535,0.0,0.0014814814814814814,0.003282994090610637,0.010211524434719184,0.0,0.001454192922927775,0.0035211267605633804,0.0676077265973254,0.0015267175572519084,0.0023942537909018356,0.004317789291882556,0.7044877222692634,0.0,0.0020060180541624875,0.010238907849829351,0.8441814595660749,0.0027223230490018148,0.002640845070422535,0.004287245444801715,0.045168067226890755,0.0,0.008353221957040573,0.004310344827586207,0.016181229773462782,0.0023752969121140144,0.0022727272727272726,0.014161220043572984,0.014477766287487074,0.001287001287001287
4,4.0,0.0,0.0,0.0008802816901408451,0.0009823182711198428,0.0014814814814814814,0.0,0.011670313639679067,0.001694915254237288,0.0,0.0035211267605633804,0.06315007429420505,0.0,0.0,0.004317789291882556,0.712108382726503,0.0,0.0010030090270812437,0.007963594994311717,0.8510848126232742,0.0,0.0035211267605633804,0.00857449088960343,0.04831932773109244,0.002136752136752137,0.002386634844868735,0.008620689655172414,0.015102481121898598,0.0011876484560570072,0.003409090909090909,0.008714596949891068,0.007238883143743537,0.010296010296010296
5,5.0,0.001037344398340249,0.0,0.0008802816901408451,0.0009823182711198428,0.0014814814814814814,0.0026263952724885093,0.010211524434719184,0.001694915254237288,0.0004847309743092584,0.002112676056338028,0.06240713224368499,0.0,0.0007980845969672786,0.006044905008635579,0.7138018628281118,0.0,0.004012036108324975,0.007963594994311717,0.8461538461538461,0.0,0.0035211267605633804,0.00857449088960343,0.04726890756302521,0.0010683760683760685,0.003579952267303103,0.007543103448275862,0.016181229773462782,0.0023752969121140144,0.006818181818181818,0.007625272331154684,0.007238883143743537,0.005148005148005148
6,6.0,0.002074688796680498,0.0016051364365971107,0.0008802816901408451,0.0009823182711198428,0.0007407407407407407,0.0,0.010211524434719184,0.0039548022598870055,0.0009694619486185168,0.009859154929577466,0.06537890044576523,0.0,0.0007980845969672786,0.007772020725388601,0.7061812023708721,0.0007867820613690008,0.004012036108324975,0.006825938566552901,0.8422090729783037,0.0009074410163339383,0.009683098591549295,0.00964630225080386,0.05042016806722689,0.007478632478632479,0.0059665871121718375,0.007543103448275862,0.011866235167206042,0.004750593824228029,0.010227272727272727,0.007625272331154684,0.009307135470527405,0.007722007722007722
7,7.0,0.001037344398340249,0.0,0.00528169014084507,0.0,0.0014814814814814814,0.0,0.010211524434719184,0.003389830508474576,0.0004847309743092584,0.0035211267605633804,0.06463595839524518,0.0,0.0007980845969672786,0.012953367875647668,0.7104149026248942,0.0,0.009027081243731194,0.006825938566552901,0.8589743589743589,0.0027223230490018148,0.002640845070422535,0.0053590568060021436,0.0430672268907563,0.002136752136752137,0.0059665871121718375,0.010775862068965518,0.017259978425026967,0.007125890736342043,0.003409090909090909,0.00980392156862745,0.010341261633919338,0.003861003861003861
8,8.0,0.0,0.0,0.0008802816901408451,0.0,0.0014814814814814814,0.0,0.012399708242159009,0.0005649717514124294,0.0004847309743092584,0.0007042253521126761,0.06240713224368499,0.0061068702290076335,0.0,0.004317789291882556,0.6994072819644369,0.0,0.003009027081243731,0.01478953356086462,0.8402366863905325,0.0,0.0035211267605633804,0.010718113612004287,0.04831932773109244,0.005341880341880342,0.002386634844868735,0.014008620689655173,0.020496224379719527,0.00831353919239905,0.007954545454545454,0.008714596949891068,0.010341261633919338,0.006435006435006435
9,9.0,0.001037344398340249,0.0,0.002640845070422535,0.0019646365422396855,0.0022222222222222222,0.0013131976362442547,0.011670313639679067,0.0,0.0,0.004929577464788733,0.06092124814264487,0.0,0.0,0.0069084628670120895,0.707874682472481,0.0,0.004012036108324975,0.010238907849829351,0.8353057199211046,0.0018148820326678765,0.0035211267605633804,0.00964630225080386,0.046218487394957986,0.004273504273504274,0.003579952267303103,0.004310344827586207,0.016181229773462782,0.0023752969121140144,0.00909090909090909,0.008714596949891068,0.010341261633919338,0.006435006435006435
10,10.0,0.001037344398340249,0.0,0.0044014084507042256,0.0,0.0,0.001969796454366382,0.012399708242159009,0.001694915254237288,0.0009694619486185168,0.004929577464788733,0.058692421991084695,0.0,0.0015961691939345571,0.0069084628670120895,0.6934801016088061,0.0,0.004012036108324975,0.010238907849829351,0.8441814595660749,0.0018148820326678765,0.006161971830985915,0.00964630225080386,0.051470588235294115,0.005341880341880342,0.0059665871121718375,0.015086206896551725,0.016181229773462782,0.0023752969121140144,0.0022727272727272726,0.00980392156862745,0.010341261633919338,0.001287001287001287
11,11.0,0.004149377593360996,0.0,0.0017605633802816902,0.0019646365422396855,0.0014814814814814814,0.0,0.009482129832239242,0.001694915254237288,0.0,0.002112676056338028,0.058692421991084695,0.0,0.0007980845969672786,0.0051813471502590676,0.7002540220152413,0.0015735641227380016,0.003009027081243731,0.007963594994311717,0.8362919132149902,0.0,0.006161971830985915,0.010718113612004287,0.04411764705882353,0.004273504273504274,0.00477326968973747,0.009698275862068966,0.018338727076591153,0.004750593824228029,0.00909090909090909,0.0054466230936819175,0.0062047569803516025,0.007722007722007722
12,12.0,0.002074688796680498,0.0008025682182985554,0.0017605633802816902,0.0009823182711198428,0.0,0.0,0.011670313639679067,0.0005649717514124294,0.0,0.0035211267605633804,0.06315007429420505,0.0,0.0,0.0069084628670120895,0.6977138018628282,0.0,0.004012036108324975,0.010238907849829351,0.8372781065088757,0.0,0.0044014084507042256,0.011789924973204717,0.04936974789915966,0.004273504273504274,0.002386634844868735,0.00646551724137931,0.010787486515641856,0.0011876484560570072,0.00909090909090909,0.0054466230936819175,0.007238883143743537,0.006435006435006435
