,0
0,0.0
1,0.0
2,0.0
3,205.0
4,0.0
5,22.0
6,0.0
7,29.0
8,0.0
9,17.0
10,1.0
11,5.0
12,60.0
13,0.0
14,31.0
15,0.0
16,28.0
17,0.0
18,14.0
19,2.0
20,2.0
21,109.0
22,0.0
23,54.0
24,0.0
25,39.0
26,0.0
27,8.0
28,3.0
29,0.0
30,198.0
31,0.0
32,57.0
33,0.0
34,41.0
35,0.0
36,14.0
37,4.0
38,0.0
39,138.0
40,0.0
41,61.0
42,0.0
43,44.0
44,0.0
45,25.0
46,5.0
47,0.0
48,112.0
49,0.0
50,66.0
51,0.0
52,49.0
53,0.0
54,34.0
55,6.0
56,0.0
57,86.0
58,0.0
59,58.0
60,0.0
61,32.0
62,0.0
63,42.0
64,7.0
65,0.0
66,70.0
67,0.0
68,62.0
69,0.0
70,39.0
71,0.0
72,36.0
73,0.0
74,0.0
75,235.0
76,0.0
77,24.0
78,0.0
79,25.0
80,0.0
81,13.0
82,1.0
83,5.0
84,97.0
85,0.0
86,23.0
87,0.0
88,26.0
89,0.0
90,14.0
91,2.0
92,2.0
93,130.0
94,0.0
95,49.0
96,0.0
97,36.0
98,0.0
99,6.0
100,3.0
101,0.0
102,226.0
103,0.0
104,60.0
105,0.0
106,34.0
107,0.0
108,9.0
109,4.0
110,0.0
111,142.0
112,0.0
113,59.0
114,0.0
115,49.0
116,0.0
117,21.0
118,5.0
119,0.0
120,111.0
121,0.0
122,68.0
123,0.0
124,50.0
125,0.0
126,35.0
127,6.0
128,0.0
129,89.0
130,0.0
131,60.0
132,0.0
133,32.0
134,0.0
135,37.0
136,7.0
137,0.0
138,76.0
139,0.0
140,64.0
141,0.0
142,39.0
143,0.0
144,36.0
145,0.0
146,0.0
147,235.0
148,0.0
149,19.0
150,0.0
151,21.0
152,0.0
153,13.0
154,1.0
155,5.0
156,104.0
157,0.0
158,26.0
159,0.0
160,25.0
161,0.0
162,17.0
163,2.0
164,2.0
165,132.0
166,0.0
167,48.0
168,0.0
169,38.0
170,0.0
171,6.0
172,3.0
173,0.0
174,224.0
175,0.0
176,57.0
177,0.0
178,35.0
179,0.0
180,8.0
181,4.0
182,0.0
183,142.0
184,0.0
185,58.0
186,0.0
187,45.0
188,0.0
189,21.0
190,5.0
191,0.0
192,108.0
193,0.0
194,66.0
195,0.0
196,48.0
197,0.0
198,33.0
199,6.0
200,0.0
201,86.0
202,0.0
203,58.0
204,0.0
205,31.0
206,0.0
207,40.0
208,7.0
209,0.0
210,70.0
211,0.0
212,59.0
213,0.0
214,38.0
215,0.0
216,41.0
217,0.0
218,0.0
219,231.0
220,0.0
221,23.0
222,0.0
223,25.0
224,0.0
225,13.0
226,1.0
227,5.0
228,103.0
229,0.0
230,26.0
231,0.0
232,25.0
233,0.0
234,20.0
235,2.0
236,2.0
237,139.0
238,0.0
239,48.0
240,0.0
241,35.0
242,0.0
243,8.0
244,3.0
245,0.0
246,225.0
247,0.0
248,62.0
249,0.0
250,34.0
251,0.0
252,8.0
253,4.0
254,0.0
255,141.0
256,0.0
257,59.0
258,0.0
259,50.0
260,0.0
261,21.0
262,5.0
263,0.0
264,110.0
265,0.0
266,68.0
267,0.0
268,47.0
269,0.0
270,35.0
271,6.0
272,0.0
273,88.0
274,0.0
275,56.0
276,0.0
277,31.0
278,0.0
279,37.0
280,7.0
281,0.0
282,73.0
283,0.0
284,63.0
285,0.0
286,38.0
287,0.0
288,41.0
289,0.0
290,0.0
291,231.0
292,0.0
293,19.0
294,0.0
295,24.0
296,0.0
297,15.0
298,1.0
299,5.0
300,98.0
301,0.0
302,24.0
303,0.0
304,29.0
305,0.0
306,18.0
307,2.0
308,2.0
309,130.0
310,0.0
311,53.0
312,0.0
313,36.0
314,0.0
315,6.0
316,3.0
317,0.0
318,228.0
319,0.0
320,56.0
321,0.0
322,33.0
323,0.0
324,12.0
325,4.0
326,0.0
327,142.0
328,0.0
329,61.0
330,0.0
331,44.0
332,0.0
333,27.0
334,5.0
335,0.0
336,113.0
337,0.0
338,67.0
339,0.0
340,48.0
341,0.0
342,33.0
343,6.0
344,0.0
345,85.0
346,0.0
347,57.0
348,0.0
349,33.0
350,0.0
351,38.0
352,7.0
353,0.0
354,69.0
355,0.0
356,57.0
357,0.0
358,39.0
359,0.0
360,37.0
361,0.0
362,0.0
363,235.0
364,0.0
365,20.0
366,0.0
367,26.0
368,0.0
369,15.0
370,1.0
371,5.0
372,102.0
373,0.0
374,23.0
375,0.0
376,28.0
377,0.0
378,18.0
379,2.0
380,2.0
381,134.0
382,0.0
383,48.0
384,0.0
385,39.0
386,0.0
387,7.0
388,3.0
389,0.0
390,224.0
391,0.0
392,57.0
393,0.0
394,34.0
395,0.0
396,8.0
397,4.0
398,0.0
399,147.0
400,0.0
401,57.0
402,0.0
403,44.0
404,0.0
405,21.0
406,5.0
407,0.0
408,113.0
409,0.0
410,69.0
411,0.0
412,47.0
413,0.0
414,33.0
415,6.0
416,0.0
417,85.0
418,0.0
419,59.0
420,0.0
421,32.0
422,0.0
423,38.0
424,7.0
425,0.0
426,69.0
427,0.0
428,57.0
429,0.0
430,42.0
431,0.0
432,37.0
433,0.0
434,0.0
435,226.0
436,0.0
437,19.0
438,0.0
439,23.0
440,0.0
441,14.0
442,1.0
443,5.0
444,88.0
445,0.0
446,23.0
447,0.0
448,26.0
449,0.0
450,15.0
451,2.0
452,2.0
453,128.0
454,0.0
455,49.0
456,0.0
457,36.0
458,0.0
459,9.0
460,3.0
461,0.0
462,228.0
463,0.0
464,56.0
465,0.0
466,39.0
467,0.0
468,10.0
469,4.0
470,0.0
471,143.0
472,0.0
473,59.0
474,0.0
475,48.0
476,0.0
477,23.0
478,5.0
479,0.0
480,110.0
481,0.0
482,67.0
483,0.0
484,46.0
485,0.0
486,35.0
487,6.0
488,0.0
489,92.0
490,0.0
491,57.0
492,0.0
493,32.0
494,0.0
495,38.0
496,7.0
497,0.0
498,68.0
499,0.0
500,57.0
501,0.0
502,40.0
503,0.0
504,36.0
505,0.0
506,0.0
507,231.0
508,0.0
509,19.0
510,0.0
511,25.0
512,0.0
513,13.0
514,1.0
515,5.0
516,97.0
517,0.0
518,24.0
519,0.0
520,25.0
521,0.0
522,14.0
523,2.0
524,2.0
525,137.0
526,0.0
527,48.0
528,0.0
529,41.0
530,0.0
531,7.0
532,3.0
533,0.0
534,224.0
535,0.0
536,59.0
537,0.0
538,34.0
539,0.0
540,8.0
541,4.0
542,0.0
543,141.0
544,0.0
545,58.0
546,0.0
547,45.0
548,0.0
549,22.0
550,5.0
551,0.0
552,109.0
553,0.0
554,68.0
555,0.0
556,44.0
557,0.0
558,33.0
559,6.0
560,0.0
561,86.0
562,0.0
563,60.0
564,0.0
565,32.0
566,0.0
567,38.0
568,7.0
569,0.0
570,70.0
571,0.0
