136,1,1,35,2,0,9,4,2,7,6,10
137,0,1,34,1,5,8,5,0,7,6,7
138,0,4,37,2,0,11,6,1,9,5,12
139,0,0,39,2,0,10,5,1,8,6,8
140,0,3,35,1,5,8,9,1,13,5,8
141,1,1,33,1,2,7,7,1,9,9,8
142,1,0,31,1,2,8,10,1,7,4,8
143,2,1,31,2,0,9,8,3,7,5,11
144,1,1,37,2,0,7,5,1,10,4,7
145,4,2,35,2,1,8,4,1,7,5,8
146,1,1,34,5,0,7,5,1,11,8,7
147,0,0,29,1,0,8,6,0,6,5,6
148,0,0,33,3,0,5,3,0,6,4,8
149,1,1,31,1,0,6,4,1,6,4,5
150,0,1,31,1,6,8,8,1,7,5,9
151,0,0,35,1,0,10,5,4,12,8,10
152,0,0,28,3,0,8,4,0,8,5,7
153,0,0,30,1,0,7,5,2,8,8,5
154,3,2,35,0,0,9,5,1,11,6,7
155,5,2,30,4,0,6,4,3,13,9,6
156,0,0,31,1,0,7,9,1,11,7,6
157,0,1,29,3,0,8,7,0,7,7,6
158,0,0,32,3,5,11,5,0,8,7,7
159,0,1,30,2,0,9,4,4,9,4,6
160,0,0,26,1,0,6,7,2,9,7,8
161,1,5,30,0,0,5,3,3,5,4,14
162,0,4,30,2,0,9,4,4,9,7,5
163,0,1,31,0,0,7,3,4,9,6,8
164,1,0,31,1,0,7,3,4,6,5,4
165,0,4,29,1,4,7,3,1,9,5,11
166,1,1,29,6,0,7,5,6,7,10,12
167,0,4,28,1,1,6,8,2,6,5,10
168,0,2,28,11,0,6,5,1,8,5,9
169,2,1,25,7,0,11,4,3,8,11,13
170,5,3,28,1,4,6,5,1,14,5,9
171,7,3,27,1,0,5,4,1,11,4,8
172,0,1,27,7,0,5,4,2,7,5,10
173,1,1,26,9,0,6,4,3,7,6,9
174,0,6,29,1,1,9,6,1,10,5,7
175,0,0,25,2,0,9,11,1,7,5,8
176,0,6,25,4,0,10,5,1,9,4,8
177,0,0,25,5,0,12,4,7,9,7,9
178,1,2,23,7,0,10,3,6,7,6,15
179,0,1,25,5,0,8,4,3,7,5,9
180,0,4,27,1,5,8,8,2,12,9,6
181,2,2,26,1,0,6,4,6,8,6,13
182,0,0,23,3,0,11,3,3,8,6,9
183,2,2,24,6,1,6,5,1,10,5,8
184,2,1,27,2,2,8,4,1,9,9,12
185,1,1,23,3,1,6,4,2,10,8,11
186,0,1,28,4,0,6,11,2,14,11,8
187,4,1,27,3,1,4,5,4,9,8,7
188,0,1,22,0,0,6,5,3,9,10,12
189,0,0,22,0,4,9,3,5,6,8,9
190,0,0,24,0,0,6,3,1,6,4,7
191,0,2,21,5,0,4,4,7,11,10,6
192,0,5,24,2,0,6,3,2,9,5,7
193,0,1,26,3,0,8,6,1,7,11,5
194,0,0,21,1,1,9,6,6,8,4,9
195,0,2,23,1,0,4,7,3,8,3,11
196,0,0,25,1,0,8,2,0,8,4,10
197,0,2,23,5,0,7,3,2,6,7,12
198,0,0,23,1,0,4,9,2,12,6,13
199,0,1,18,1,0,4,3,0,4,6,8
200,0,0,18,1,0,7,2,1,6,5,9
201,7,6,20,1,1,6,5,2,9,6,8
202,2,5,20,4,0,6,7,1,7,9,8
203,1,2,21,1,0,11,10,3,7,6,14
204,0,1,24,4,0,9,4,2,7,6,9
205,2,1,23,2,4,8,9,1,12,6,8
206,1,3,19,5,1,5,4,6,9,13,7
207,8,3,18,2,1,5,6,1,12,5,8
208,0,1,24,2,0,7,6,2,7,6,11
209,0,1,24,5,0,9,3,2,8,5,9
210,3,3,21,1,1,7,10,1,12,6,7
211,0,2,18,6,0,5,4,4,9,6,8
212,3,7,19,2,2,5,4,1,11,4,8
213,1,2,20,4,1,5,4,7,7,7,13
214,0,1,21,4,0,9,9,3,8,7,8
215,0,5,19,1,6,6,4,1,13,11,7
216,0,1,17,2,5,7,5,2,8,12,9
217,1,1,17,5,0,4,3,3,10,7,8
218,0,3,17,3,1,5,4,3,10,6,9
219,4,2,17,3,0,9,5,4,7,6,8
220,0,6,18,2,4,7,6,2,8,7,13
221,0,1,16,2,4,8,5,1,8,6,12
222,0,1,21,3,0,6,5,2,10,9,7
223,2,4,17,1,1,5,3,2,8,7,12
224,0,2,21,3,0,6,4,2,14,10,7
225,0,4,17,3,0,5,17,4,11,7,15
226,1,0,20,1,7,7,7,3,7,7,7
227,0,1,15,1,1,4,4,1,6,10,9
228,4,1,14,6,0,5,3,8,7,5,7
229,0,2,19,1,0,6,3,6,8,17,13
230,0,3,23,4,0,7,5,2,7,10,7
231,0,3,24,4,0,7,4,1,8,7,12
232,0,2,20,7,5,6,3,1,7,2,10
233,0,3,22,3,5,3,6,1,7,7,7
234,0,1,22,1,0,5,3,1,6,6,13
235,4,1,18,1,0,5,5,2,10,7,6
236,0,1,17,0,1,15,7,3,13,9,8
237,1,1,20,0,0,3,4,1,6,7,7
238,4,3,19,1,0,5,3,1,8,11,8
239,0,2,15,1,0,4,4,1,8,11,5
240,1,1,15,4,0,6,5,0,7,6,10
241,4,3,17,1,0,5,5,3,5,11,9
242,0,3,17,0,2,8,4,2,5,7,7
243,0,1,18,4,0,4,2,0,9,6,11
244,1,3,17,6,0,7,5,5,8,7,9
245,0,4,16,2,1,5,1,1,4,12,4
246,5,1,19,8,2,7,7,7,10,7,10
247,2,7,17,2,3,5,6,2,10,6,8
248,0,2,16,5,1,4,4,5,10,11,13
249,1,5,16,8,2,4,3,2,7,8,11
250,0,2,18,3,1,5,5,2,7,8,10
251,0,2,23,2,2,6,5,2,12,13,9
252,0,2,18,2,1,6,10,3,7,7,11
253,0,5,18,2,1,3,3,4,8,8,14
254,1,3,17,6,0,8,3,3,7,7,12
255,1,2,20,1,1,6,0,1,11,9,20
256,1,2,18,2,1,8,10,3,10,11,7
257,1,2,18,4,0,6,8,3,8,8,8
258,0,2,18,3,1,11,7,4,8,8,8
259,8,9,18,2,2,5,4,6,9,11,12
260,1,4,17,3,0,11,6,3,7,7,10
261,0,3,18,8,2,5,8,4,8,8,9
262,4,2,19,2,1,10,7,2,10,8,12
263,1,4,20,4,1,6,4,2,6,6,9
264,1,2,18,3,1,6,4,1,10,8,14
265,2,4,17,2,0,10,9,2,6,10,10
266,0,3,17,3,5,9,5,2,7,10,9
267,0,3,17,2,4,6,4,2,9,11,9
268,0,3,24,2,5,6,6,2,8,7,9
269,5,4,18,3,0,5,9,3,7,7,11
270,0,2,21,3,4,5,3,3,9,8,14
271,0,3,18,4,0,7,5,3,7,8,10
272,0,5,18,3,0,11,2,3,6,8,12
273,0,6,19,2,2,4,4,3,8,9,10
274,0,6,19,2,2,5,4,3,8,11,18
275,4,3,17,3,0,10,6,3,7,12,10
276,0,3,12,8,0,7,5,5,11,12,14
277,0,2,19,5,0,7,7,1,5,7,11
278,0,2,21,2,1,3,3,2,12,6,7
279,0,1,20,2,0,3,2,4,6,7,10
280,3,1,24,5,4,8,4,2,7,10,9
281,0,4,18,2,2,6,9,3,7,10,10
282,0,3,19,1,0,4,6,1,8,10,10
283,0,1,16,1,0,6,5,4,14,7,9
284,0,1,20,1,1,6,4,1,6,7,12
285,0,5,15,3,0,11,2,3,7,8,15
286,0,4,20,7,2,6,5,2,10,12,11
287,1,2,18,3,7,8,6,2,8,10,10
288,0,5,20,3,6,6,5,3,8,8,9
289,0,8,20,2,4,5,4,1,8,9,11
290,0,3,19,2,2,6,4,7,10,10,10
291,4,2,18,4,1,7,8,3,9,10,8
292,1,3,18,4,1,5,6,2,12,13,8
293,1,3,20,2,3,6,4,2,14,13,14
294,1,2,17,8,1,7,4,4,8,9,9
295,1,2,17,4,1,10,7,3,7,9,8
296,0,4,20,6,3,6,5,3,7,8,9
297,1,6,17,3,0,6,10,3,7,12,10
298,0,2,16,2,1,8,7,2,8,11,13
299,1,3,18,5,1,8,11,3,7,9,9
300,5,3,16,3,1,11,9,3,10,8,10
301,0,3,16,3,0,9,10,2,11,9,10
302,0,7,22,7,2,6,4,3,10,11,10
303,0,7,22,2,6,8,6,2,9,9,13
304,0,7,18,3,3,5,4,4,9,9,15
305,0,8,17,7,2,6,5,10,9,10,9
306,1,8,16,2,3,6,3,3,8,9,12
307,0,4,24,2,6,8,4,8,8,13,14
308,0,4,20,5,0,6,11,2,7,9,11
309,0,5,18,3,2,10,6,2,5,11,14
310,0,4,18,4,0,7,3,2,10,8,8
311,0,3,16,3,1,7,3,3,5,7,8
312,1,4,14,7,0,6,7,3,7,10,10
313,0,2,15,1,1,5,4,2,9,10,9
314,0,1,17,2,1,9,7,3,7,12,7
315,0,6,22,1,0,6,6,3,7,9,9
316,0,1,16,4,5,7,3,3,9,12,10
317,0,6,15,4,3,5,10,4,8,11,8
318,0,5,15,1,1,5,4,2,12,10,8
319,0,3,16,1,2,10,4,1,6,11,11
320,0,3,14,1,1,6,10,3,7,10,9
321,1,3,16,5,2,8,4,3,6,9,8
322,0,7,13,11,1,12,6,2,5,11,14
323,0,1,14,4,1,5,4,2,8,8,11
324,0,4,19,2,0,9,5,3,13,10,8
325,1,5,17,1,1,6,4,2,7,10,11
326,0,3,16,2,2,5,13,10,2,14,12
327,1,3,17,7,5,11,8,4,14,10,13
328,0,5,15,6,4,8,8,2,9,10,9
329,0,3,19,3,1,6,9,3,8,10,11
330,1,5,14,8,1,5,4,6,9,14,9
331,2,7,15,6,2,6,5,2,10,11,10
332,0,3,15,9,1,8,4,3,7,10,11
333,3,7,17,3,7,8,5,6,9,10,10
334,0,5,14,2,6,6,5,7,11,16,12
335,1,6,13,7,2,6,5,7,9,12,10
336,0,4,16,8,3,7,6,7,9,11,12
337,0,3,14,4,1,9,4,5,9,12,10
338,0,9,16,6,2,7,5,5,12,12,13
339,1,3,14,5,2,9,5,5,9,11,11
340,0,4,15,3,3,6,5,8,11,11,11
341,0,6,16,2,8,9,7,3,9,14,12
342,4,9,17,2,3,8,7,2,9,11,12
343,0,3,14,3,7,10,7,3,10,10,10
344,6,4,15,9,2,10,4,4,8,9,11
345,0,7,11,2,3,7,4,3,9,10,13
346,0,4,17,2,4,8,6,3,11,15,11
347,0,5,19,2,4,8,7,3,13,10,10
348,0,3,13,3,0,8,7,2,11,9,13
349,0,5,11,1,2,9,7,1,12,11,8
350,0,5,16,1,1,7,7,1,14,11,11
351,0,4,18,9,0,8,8,3,10,12,13
352,0,6,12,1,0,10,5,2,12,8,11
353,1,2,14,4,1,6,7,6,11,8,8
354,0,10,15,2,0,7,8,7,8,10,13
355,0,2,18,5,2,8,3,2,9,14,19
356,0,6,15,3,1,14,5,1,11,9,8
357,0,5,15,3,0,6,5,3,8,13,11
358,0,3,17,6,0,8,5,4,10,13,12
359,0,3,16,2,3,8,4,7,8,8,12
360,0,4,13,4,1,7,5,8,10,15,12
361,0,6,17,2,0,9,4,2,9,13,14
362,0,6,13,8,2,6,7,5,11,14,9
363,0,2,13,4,3,12,10,1,9,11,10
364,0,5,15,3,0,8,4,4,15,9,10
365,0,4,15,2,0,9,6,5,10,11,11
366,4,7,10,7,2,7,10,3,5,11,9
367,0,4,13,5,0,10,6,5,13,13,17
368,1,5,14,3,2,10,6,4,9,12,11
369,0,7,11,3,5,8,6,2,15,15,10
370,0,4,17,5,1,15,6,2,13,12,11
371,2,9,12,4,5,8,6,2,15,16,10
372,2,5,15,3,9,11,10,4,11,13,12
373,0,4,13,4,0,9,4,8,11,11,18
374,1,7,13,3,5,11,8,3,12,12,9
375,0,7,14,3,6,12,9,4,10,11,10
376,0,3,11,9,2,8,6,7,13,12,13
377,0,3,16,3,4,10,9,3,11,11,12
378,0,4,12,7,1,15,9,4,11,11,15
379,1,5,10,3,4,11,7,3,15,13,13
380,1,4,11,5,1,9,5,4,14,13,12
381,5,5,11,6,3,9,6,5,12,12,13
382,1,3,11,4,1,15,8,3,14,14,10
383,0,6,10,3,5,12,7,2,11,11,16
384,0,7,11,3,3,9,5,4,12,11,13
385,0,4,11,4,1,13,11,4,12,10,15
386,0,5,11,7,3,10,7,3,15,12,11
387,0,4,10,3,6,10,7,3,16,10,13
388,0,7,14,6,2,11,4,2,16,10,8
389,0,4,10,2,0,14,8,4,14,9,13
390,0,4,10,4,4,10,5,1,10,10,11
391,0,5,9,3,0,9,6,3,10,12,10
392,0,5,8,3,1,9,8,3,11,14,10
393,0,4,6,6,0,8,8,2,15,11,11
394,0,5,9,2,0,12,7,3,12,14,12
395,0,3,8,4,1,11,8,3,10,13,12
396,0,3,13,6,1,10,7,1,12,11,18
397,0,3,7,3,1,13,5,2,13,9,13
398,0,3,9,3,1,12,6,1,14,10,16
399,0,7,9,3,2,13,6,4,16,8,14
400,0,6,8,2,6,16,16,4,13,10,11
401,0,4,10,8,1,9,8,6,15,9,16
402,0,6,9,3,0,11,6,3,13,11,11
403,0,5,10,3,0,11,8,6,14,9,13
404,0,6,5,3,1,10,8,1,16,9,15
405,0,4,8,2,1,11,10,4,18,11,11
406,0,6,8,4,2,13,6,3,16,15,18
407,0,5,7,6,1,15,5,9,8,13,14
408,0,4,6,8,3,14,8,7,15,18,17
409,0,4,12,5,1,18,6,7,16,15,15
410,5,6,5,5,2,12,10,3,12,11,14
411,2,5,6,4,3,14,10,3,19,11,15
412,0,4,6,3,2,17,7,5,14,12,15
413,0,10,5,3,6,12,7,2,18,11,14
414,0,11,7,6,1,14,10,3,13,11,14
415,0,5,7,4,1,15,12,4,15,14,15
416,0,8,3,4,3,11,7,5,15,12,13
417,3,8,6,4,3,14,8,3,15,12,18
418,0,8,4,5,6,13,6,8,18,13,18
419,0,10,6,5,7,13,7,2,22,16,13
420,1,8,4,5,6,13,7,2,17,13,18
421,0,11,4,5,7,13,6,8,18,13,18
422,0,6,5,4,2,14,7,3,16,15,15
423,0,11,6,3,7,13,7,3,21,15,15
424,0,5,5,3,6,14,7,3,23,14,18
425,0,6,3,5,3,13,6,9,18,12,15
426,0,6,9,4,6,15,10,3,16,11,16
427,0,6,3,7,2,14,11,3,15,10,15
428,0,6,3,7,2,15,10,3,14,10,15
429,0,7,7,9,3,16,6,4,15,14,18
430,0,7,12,6,1,18,9,10,18,13,21
431,0,6,1,6,2,17,5,2,18,9,17
432,0,5,2,3,1,16,7,2,17,16,16
433,0,10,5,8,3,14,8,1,21,13,19
434,0,7,1,5,0,16,7,3,17,12,17
435,0,7,1,8,2,23,6,2,16,9,17
436,1,6,2,9,4,18,9,6,18,11,15
437,0,7,5,4,0,14,8,2,20,9,17
438,0,8,3,7,1,16,11,3,19,18,17
439,1,9,3,7,2,16,10,4,21,12,14
440,0,14,2,8,1,13,8,4,17,11,18
441,0,7,3,3,2,15,7,7,20,14,19
442,0,6,2,5,1,17,8,2,18,9,17
443,0,6,4,7,3,14,9,4,17,11,16
444,0,5,2,8,2,25,9,3,23,15,18
445,0,6,3,10,3,25,7,2,20,12,20
446,0,6,2,5,2,15,11,4,26,18,18
447,0,9,3,9,2,20,10,3,18,15,17
448,4,6,2,9,1,14,3,3,10,14,15
449,0,7,1,5,2,22,6,2,20,10,16
450,0,9,2,6,4,17,7,2,24,9,17
451,0,7,7,5,2,21,6,7,22,11,17
452,0,6,3,11,2,17,7,3,24,15,20
453,1,8,1,10,2,19,6,8,21,14,23
454,0,7,7,7,2,20,7,4,20,11,18
455,0,7,3,5,1,19,5,4,20,12,21
456,0,7,6,8,2,24,7,4,21,12,15
457,0,10,3,5,6,20,8,3,23,11,20
458,0,9,3,5,4,22,12,4,24,12,17
459,0,8,3,9,2,21,6,7,23,11,23
460,1,6,2,9,4,20,8,8,22,16,21
461,0,10,1,4,8,20,6,3,29,14,19
462,1,9,1,9,2,22,7,5,21,11,22
463,1,11,2,6,5,20,10,3,27,10,19
464,0,8,2,4,3,20,7,3,27,16,28
465,6,7,1,5,2,22,9,5,25,12,24
466,4,9,3,7,2,28,9,3,30,14,23
467,0,7,1,7,2,24,10,5,23,14,20
468,0,8,3,6,1,27,10,3,29,17,21
469,0,8,2,5,3,22,12,3,27,10,21
470,0,8,3,5,2,28,7,3,26,10,20
471,0,9,1,11,2,23,11,5,23,11,22
472,0,6,3,7,2,24,7,3,24,14,19
473,5,7,2,5,5,24,9,3,25,12,23
474,0,10,6,5,3,27,9,3,25,12,24
475,2,7,2,10,3,23,10,3,23,10,20
476,0,8,1,9,3,24,7,4,23,12,23
477,1,10,2,4,6,24,7,3,32,17,19
478,0,8,6,7,2,24,10,4,25,10,22
479,0,7,3,5,4,25,7,3,29,10,22
480,0,12,2,4,4,25,6,2,31,17,24
481,1,8,0,6,1,31,12,3,25,14,22
482,0,7,1,5,7,29,9,4,30,14,26
483,0,8,6,6,4,29,9,3,27,12,25
484,1,8,1,8,2,31,6,3,25,10,22
485,0,8,1,10,2,27,7,4,26,10,22
486,5,7,2,8,3,32,9,3,32,12,22
487,0,10,3,6,4,30,7,2,33,10,24
488,2,9,0,4,2,26,6,4,29,10,20
489,0,8,2,6,4,28,4,10,30,10,25
490,1,8,1,12,3,33,7,3,27,14,23
491,0,8,1,6,2,28,7,3,27,11,23
492,0,10,5,9,3,30,7,3,32,13,22
493,5,8,0,5,2,31,6,3,36,13,23
494,0,8,3,11,4,33,7,4,28,10,23
495,1,9,1,5,5,34,12,4,29,12,24
496,0,12,2,5,8,32,8,3,31,13,23
497,1,9,0,6,1,34,9,4,30,10,25
498,0,7,3,7,6,33,6,8,33,11,27
499,1,8,5,4,8,34,6,3,36,13,26
500,0,8,1,6,2,39,7,4,31,13,23
501,1,8,2,8,2,35,7,2,30,13,24
502,3,9,1,6,2,37,7,3,31,16,25
503,0,7,1,6,2,41,8,5,31,11,23
504,4,8,2,8,3,41,7,3,30,13,24
505,5,8,2,5,7,38,7,3,36,17,25
506,0,11,5,5,8,39,7,6,32,9,25
507,5,9,0,6,2,42,7,3,34,11,26
508,1,6,1,5,6,41,7,5,33,9,26
509,6,10,1,6,1,41,8,3,37,15,25
510,0,9,4,7,3,48,8,7,38,11,25
511,0,7,1,7,1,36,8,2,32,11,27
512,0,7,1,4,3,44,6,1,34,12,27
513,0,9,2,8,1,37,6,4,36,13,24
514,0,9,0,5,3,37,5,6,37,10,31
515,0,8,3,9,3,40,4,5,32,14,23
516,1,10,0,7,2,39,10,2,33,9,26
517,0,8,7,6,2,40,7,2,39,11,25
518,0,9,1,6,3,46,12,7,39,12,24
519,0,6,0,7,4,40,6,3,40,11,31
520,0,8,0,5,4,44,5,2,37,9,25
521,0,7,0,9,4,46,8,4,34,13,23
522,0,9,6,8,7,44,6,4,41,8,23
523,0,8,0,4,1,44,10,3,38,8,25
524,1,7,0,3,3,47,9,4,41,9,31
525,0,8,0,8,2,52,10,2,41,9,25
526,0,8,0,8,3,44,8,9,41,15,28
527,0,15,0,7,2,48,6,1,42,11,32
528,5,7,0,12,1,51,9,1,39,10,27
529,2,12,0,10,4,51,3,7,37,10,26
530,5,8,1,12,4,55,8,4,40,11,31
531,1,8,1,11,3,54,7,11,43,11,28
532,5,9,0,6,3,54,6,9,43,9,34
533,2,10,0,5,2,51,7,4,44,11,29
534,0,13,2,6,5,54,7,2,47,14,28
535,1,8,1,6,3,58,9,3,40,11,29
536,2,12,0,5,2,55,6,4,47,8,29
537,0,11,1,8,3,56,9,3,40,8,29
538,3,8,2,5,5,57,8,3,45,14,28
539,1,8,1,8,4,57,7,3,47,15,31
540,0,9,3,10,4,58,8,3,47,9,30
541,6,9,0,6,3,62,7,4,43,9,32
542,1,8,5,6,2,62,7,4,43,9,33
543,0,7,5,6,5,62,8,4,49,10,28
544,1,6,1,6,3,65,13,6,47,10,30
545,1,10,4,5,4,66,9,3,45,10,36
546,0,7,5,7,3,66,9,3,44,13,31
547,0,6,2,6,2,64,7,3,45,9,29
548,2,7,0,8,3,66,9,3,45,8,30
549,0,7,5,6,2,65,8,2,50,10,31
550,1,8,2,6,6,65,7,2,53,9,31
551,0,11,1,8,3,66,11,5,48,9,34
552,5,9,0,10,3,66,12,5,49,10,32
553,1,7,1,7,10,74,8,2,50,9,31
554,8,5,0,3,3,70,11,5,52,7,32
555,0,8,2,9,2,64,7,3,51,11,32
556,0,5,0,7,4,74,7,3,49,10,33
557,1,7,0,6,3,75,6,5,56,8,34
558,0,6,0,5,3,74,7,3,51,10,39
559,1,8,1,5,4,79,7,5,55,9,32
560,0,7,0,6,7,80,7,3,52,7,29
561,0,6,0,7,4,80,10,2,51,8,36
562,0,7,0,3,1,74,6,3,53,9,30
563,1,5,5,6,2,76,10,2,50,10,33
564,1,9,0,5,1,73,6,4,53,11,30
565,0,4,3,8,9,74,5,3,54,10,31
566,0,7,0,10,2,80,6,5,55,9,30
567,0,8,1,4,2,79,10,4,51,8,37
568,0,7,1,7,2,79,9,2,54,11,36
569,6,8,0,5,7,81,7,8,58,9,35
570,0,5,2,5,2,65,5,5,52,10,42
571,1,7,0,5,3,79,8,3,62,10,36
572,1,13,1,6,4,78,9,3,59,9,34
573,1,10,1,5,6,83,10,4,58,10,35
574,1,8,6,11,3,77,7,6,60,8,37
575,6,6,1,5,6,83,10,3,60,9,34
576,0,6,5,6,2,83,12,4,58,9,39
577,5,6,0,8,3,86,8,2,62,12,34
578,1,8,1,5,4,81,7,9,60,9,40
579,1,6,3,4,7,84,8,7,63,11,40
580,2,6,0,6,3,87,8,5,60,10,35
581,3,6,0,10,3,83,9,5,62,9,36
