,0
0,0.0
1,0.0
2,7.0
3,0.0
4,4.0
5,0.0
6,3.0
7,5.0
8,0.0
9,33.0
10,0.0
11,9.0
12,0.0
13,7.0
14,0.0
15,7.0
16,6.0
17,3.0
18,50.0
19,0.0
20,17.0
21,0.0
22,5.0
23,0.0
24,18.0
25,7.0
26,3.0
27,145.0
28,0.0
29,49.0
30,0.0
31,17.0
32,0.0
33,30.0
34,0.0
35,0.0
36,1.0
37,0.0
38,0.0
39,0.0
40,3.0
41,0.0
42,4.0
43,1.0
44,0.0
45,1.0
46,0.0
47,0.0
48,0.0
49,2.0
50,0.0
51,2.0
52,2.0
53,0.0
54,2.0
55,0.0
56,1.0
57,0.0
58,1.0
59,0.0
60,0.0
61,3.0
62,0.0
63,3.0
64,0.0
65,3.0
66,0.0
67,1.0
68,0.0
69,0.0
70,4.0
71,0.0
72,15.0
73,0.0
74,4.0
75,0.0
76,3.0
77,0.0
78,2.0
79,5.0
80,0.0
81,32.0
82,0.0
83,15.0
84,0.0
85,5.0
86,0.0
87,6.0
88,6.0
89,3.0
90,54.0
91,0.0
92,20.0
93,0.0
94,5.0
95,0.0
96,16.0
97,7.0
98,3.0
99,118.0
100,0.0
101,54.0
102,0.0
103,20.0
104,0.0
105,34.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,2.0
113,0.0
114,3.0
115,1.0
116,0.0
117,1.0
118,0.0
119,0.0
120,0.0
121,3.0
122,0.0
123,3.0
124,2.0
125,0.0
126,1.0
127,0.0
128,1.0
129,0.0
130,1.0
131,0.0
132,0.0
133,3.0
134,0.0
135,4.0
136,0.0
137,3.0
138,0.0
139,1.0
140,0.0
141,0.0
142,4.0
143,0.0
144,16.0
145,0.0
146,4.0
147,0.0
148,3.0
149,0.0
150,2.0
151,5.0
152,0.0
153,31.0
154,0.0
155,8.0
156,0.0
157,5.0
158,0.0
159,5.0
160,6.0
161,3.0
162,54.0
163,0.0
164,23.0
165,0.0
166,7.0
167,0.0
168,19.0
169,7.0
170,3.0
171,121.0
172,0.0
173,54.0
174,0.0
175,17.0
176,0.0
177,26.0
178,0.0
179,0.0
180,1.0
181,0.0
182,1.0
183,0.0
184,3.0
185,0.0
186,3.0
187,1.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,2.0
194,0.0
195,3.0
196,2.0
197,0.0
198,5.0
199,0.0
200,1.0
201,0.0
202,1.0
203,0.0
204,1.0
205,3.0
206,0.0
207,4.0
208,0.0
209,2.0
210,0.0
211,1.0
212,0.0
213,0.0
214,4.0
215,0.0
216,19.0
217,0.0
218,6.0
219,0.0
220,4.0
221,0.0
222,2.0
223,5.0
224,0.0
225,38.0
226,0.0
227,15.0
228,0.0
229,9.0
230,0.0
231,10.0
232,6.0
233,3.0
234,49.0
235,0.0
236,18.0
237,0.0
238,4.0
239,0.0
240,16.0
241,7.0
242,3.0
243,125.0
244,0.0
245,52.0
246,0.0
247,18.0
248,0.0
249,29.0
250,0.0
251,0.0
252,0.0
253,0.0
254,1.0
255,0.0
256,6.0
257,0.0
258,3.0
259,1.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,2.0
266,0.0
267,2.0
268,2.0
269,0.0
270,1.0
271,0.0
272,0.0
273,0.0
274,2.0
275,0.0
276,1.0
277,3.0
278,0.0
279,3.0
280,0.0
281,3.0
282,0.0
283,2.0
284,0.0
285,1.0
286,4.0
287,0.0
288,16.0
289,0.0
290,4.0
291,0.0
292,2.0
293,0.0
294,2.0
295,5.0
296,0.0
297,32.0
298,0.0
299,9.0
300,0.0
301,7.0
302,0.0
303,6.0
304,6.0
305,3.0
306,53.0
307,0.0
308,20.0
309,0.0
310,4.0
311,0.0
312,16.0
313,7.0
314,3.0
315,123.0
316,0.0
317,55.0
318,0.0
319,18.0
320,0.0
321,31.0
322,0.0
323,0.0
324,0.0
325,0.0
326,1.0
327,0.0
328,7.0
329,0.0
330,3.0
331,1.0
332,0.0
333,0.0
334,0.0
335,1.0
336,0.0
337,2.0
338,0.0
339,6.0
340,2.0
341,0.0
342,4.0
343,0.0
344,0.0
345,0.0
346,1.0
347,0.0
348,0.0
349,3.0
350,0.0
351,6.0
352,0.0
353,8.0
354,0.0
355,1.0
356,0.0
357,4.0
358,4.0
359,0.0
360,16.0
361,0.0
362,3.0
363,0.0
364,3.0
365,0.0
366,2.0
367,5.0
368,0.0
369,35.0
370,0.0
371,15.0
372,0.0
373,5.0
374,0.0
375,6.0
376,6.0
377,3.0
378,52.0
379,0.0
380,20.0
381,0.0
382,6.0
383,0.0
384,17.0
385,7.0
386,3.0
387,113.0
388,0.0
389,49.0
390,0.0
391,13.0
392,0.0
393,26.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,2.0
401,0.0
402,2.0
403,1.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,2.0
410,0.0
411,2.0
412,2.0
413,0.0
414,4.0
415,0.0
416,0.0
417,0.0
418,2.0
419,0.0
420,1.0
421,3.0
422,0.0
423,3.0
424,0.0
425,3.0
426,0.0
427,2.0
428,0.0
429,1.0
430,4.0
431,0.0
432,17.0
433,0.0
434,4.0
435,0.0
436,4.0
437,0.0
438,4.0
439,5.0
440,0.0
441,34.0
442,0.0
443,11.0
444,0.0
445,6.0
446,0.0
447,7.0
448,6.0
449,3.0
450,54.0
451,0.0
452,19.0
453,0.0
454,6.0
455,0.0
456,18.0
457,7.0
458,3.0
459,124.0
460,0.0
461,55.0
462,0.0
463,14.0
464,0.0
465,27.0
466,0.0
467,0.0
468,1.0
469,0.0
470,0.0
471,0.0
472,2.0
473,0.0
474,2.0
475,1.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,1.0
482,0.0
483,1.0
484,2.0
485,0.0
486,2.0
487,0.0
488,1.0
489,0.0
490,1.0
491,0.0
492,0.0
493,3.0
494,0.0
495,3.0
496,0.0
497,2.0
498,0.0
499,2.0
500,0.0
501,0.0
502,4.0
503,0.0
504,20.0
505,0.0
506,4.0
507,0.0
508,3.0
509,0.0
510,6.0
511,5.0
512,0.0
513,32.0
514,0.0
515,10.0
516,0.0
517,5.0
518,0.0
519,6.0
520,6.0
521,3.0
522,51.0
523,0.0
524,20.0
525,0.0
526,8.0
527,0.0
528,18.0
529,7.0
530,3.0
531,119.0
532,0.0
533,49.0
534,0.0
535,13.0
536,0.0
537,26.0
538,0.0
539,0.0
540,2.0
541,0.0
542,0.0
543,0.0
544,2.0
545,0.0
546,2.0
547,1.0
548,0.0
549,5.0
550,0.0
551,0.0
552,0.0
553,2.0
554,0.0
555,2.0
556,2.0
557,0.0
558,1.0
559,0.0
560,0.0
561,0.0
562,2.0
563,0.0
564,1.0
565,3.0
566,0.0
567,2.0
568,0.0
569,1.0
570,0.0
571,1.0
