,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,3.0,1.0,19.0,2.0,1.0,1.0,153.0,2.0,1.0,3.0,1210.0,0.0,3.0,8.0,321.0,0.0,5.0,8.0,66.0,0.0,8.0,9.0,17.0,2.0,4.0,8.0,7.0,5.0,6.0,9.0,7.0,6.0
1,3.0,0.0,21.0,5.0,1.0,0.0,110.0,3.0,4.0,4.0,1206.0,0.0,1.0,7.0,308.0,0.0,9.0,10.0,69.0,0.0,7.0,9.0,17.0,1.0,4.0,8.0,8.0,4.0,8.0,6.0,6.0,2.0
2,2.0,1.0,21.0,1.0,2.0,1.0,109.0,1.0,5.0,4.0,1197.0,1.0,2.0,6.0,301.0,3.0,3.0,11.0,68.0,1.0,4.0,9.0,23.0,2.0,2.0,11.0,5.0,3.0,4.0,6.0,6.0,5.0
3,10.0,1.0,21.0,1.0,1.0,2.0,109.0,1.0,9.0,4.0,1218.0,0.0,4.0,8.0,294.0,5.0,4.0,7.0,69.0,1.0,6.0,6.0,20.0,6.0,2.0,4.0,10.0,5.0,5.0,12.0,7.0,4.0
4,2.0,0.0,20.0,6.0,2.0,0.0,113.0,2.0,2.0,2.0,1188.0,0.0,1.0,9.0,275.0,0.0,5.0,9.0,65.0,1.0,7.0,11.0,21.0,3.0,3.0,6.0,10.0,5.0,7.0,8.0,10.0,6.0
5,7.0,1.0,21.0,1.0,2.0,0.0,107.0,0.0,2.0,3.0,1190.0,1.0,1.0,7.0,259.0,0.0,6.0,8.0,64.0,1.0,7.0,8.0,15.0,5.0,4.0,8.0,8.0,2.0,6.0,9.0,8.0,2.0
6,1.0,0.0,17.0,2.0,7.0,0.0,109.0,2.0,3.0,2.0,1181.0,0.0,2.0,7.0,259.0,0.0,6.0,6.0,66.0,5.0,5.0,14.0,17.0,4.0,2.0,9.0,16.0,3.0,4.0,7.0,14.0,4.0
7,2.0,1.0,22.0,0.0,1.0,0.0,101.0,0.0,0.0,3.0,1176.0,5.0,4.0,8.0,245.0,0.0,5.0,9.0,62.0,0.0,7.0,8.0,14.0,2.0,3.0,7.0,14.0,8.0,10.0,6.0,11.0,2.0
8,4.0,0.0,21.0,2.0,3.0,0.0,105.0,2.0,1.0,1.0,1172.0,0.0,1.0,9.0,247.0,0.0,5.0,7.0,66.0,4.0,8.0,9.0,16.0,3.0,2.0,10.0,8.0,4.0,6.0,8.0,10.0,7.0
9,3.0,1.0,17.0,7.0,1.0,1.0,105.0,0.0,2.0,4.0,1174.0,0.0,2.0,9.0,225.0,0.0,5.0,8.0,67.0,2.0,5.0,7.0,19.0,3.0,5.0,9.0,11.0,4.0,7.0,7.0,9.0,10.0
