15.0
13.0
10.0
10.0
9.0
18.0
13.0
11.0
14.0
16.0
19.0
13.0
16.0
15.0
23.0
16.0
21.0
35.0
31.0
30.0
76.0
154.0
54.0
43.0
598.0
919.0
880.0
821.0
880.0
454.0
871.0
680.0
