,0
0,0.0
1,3.0
2,0.0
3,7.0
4,6.0
5,0.0
6,58.0
7,0.0
8,2.0
9,0.0
10,10.0
11,0.0
12,3.0
13,7.0
14,0.0
15,13.0
16,0.0
17,1.0
18,0.0
19,0.0
20,0.0
21,2.0
22,0.0
23,0.0
24,1.0
25,0.0
26,4.0
27,0.0
28,0.0
29,0.0
30,0.0
31,1.0
32,0.0
33,4.0
34,0.0
35,2.0
36,0.0
37,0.0
38,0.0
39,0.0
40,2.0
41,0.0
42,1.0
43,0.0
44,1.0
45,0.0
46,0.0
47,0.0
48,3.0
49,3.0
50,0.0
51,2.0
52,0.0
53,7.0
54,0.0
55,0.0
56,0.0
57,0.0
58,4.0
59,0.0
60,14.0
61,0.0
62,4.0
63,0.0
64,0.0
65,0.0
66,2.0
67,5.0
68,3.0
69,27.0
70,0.0
71,3.0
72,0.0
73,5.0
74,0.0
75,2.0
76,6.0
77,2.0
78,153.0
79,0.0
80,3.0
81,0.0
82,1.0
83,0.0
84,6.0
85,7.0
86,0.0
87,43.0
88,0.0
89,9.0
90,0.0
91,3.0
92,0.0
93,11.0
94,0.0
95,0.0
96,3.0
97,0.0
98,16.0
99,0.0
100,2.0
101,0.0
102,1.0
103,1.0
104,0.0
105,3.0
106,0.0
107,25.0
108,0.0
109,0.0
110,0.0
111,1.0
112,2.0
113,0.0
114,9.0
115,0.0
116,44.0
117,0.0
118,4.0
119,0.0
120,0.0
121,3.0
122,0.0
123,56.0
124,0.0
125,38.0
126,0.0
127,2.0
128,0.0
129,2.0
130,4.0
131,0.0
132,130.0
133,0.0
134,27.0
135,0.0
136,10.0
137,0.0
138,5.0
139,5.0
140,5.0
141,232.0
142,0.0
143,23.0
144,0.0
145,12.0
146,0.0
147,10.0
148,6.0
149,3.0
150,221.0
151,0.0
152,16.0
153,0.0
154,13.0
155,0.0
156,13.0
157,7.0
158,0.0
159,60.0
160,0.0
161,26.0
162,0.0
163,15.0
164,0.0
165,19.0
166,0.0
167,0.0
168,4.0
169,0.0
170,19.0
171,0.0
172,2.0
173,0.0
174,8.0
175,1.0
176,0.0
177,6.0
178,0.0
179,17.0
180,0.0
181,2.0
182,0.0
183,1.0
184,2.0
185,0.0
186,13.0
187,0.0
188,23.0
189,0.0
190,1.0
191,0.0
192,0.0
193,3.0
194,0.0
195,15.0
196,0.0
197,7.0
198,0.0
199,0.0
200,0.0
201,5.0
202,4.0
203,0.0
204,16.0
205,0.0
206,3.0
207,0.0
208,3.0
209,0.0
210,1.0
211,5.0
212,0.0
213,31.0
214,0.0
215,4.0
216,0.0
217,1.0
218,0.0
219,4.0
220,6.0
221,0.0
222,14.0
223,0.0
224,1.0
225,0.0
226,1.0
227,0.0
228,0.0
229,7.0
230,0.0
231,2.0
232,0.0
233,3.0
234,0.0
235,5.0
236,0.0
237,0.0
238,0.0
239,0.0
240,1.0
241,0.0
242,1.0
243,0.0
244,0.0
245,0.0
246,0.0
247,1.0
248,0.0
249,0.0
250,0.0
251,1.0
252,0.0
253,0.0
254,0.0
255,0.0
256,2.0
257,0.0
258,3.0
259,0.0
260,16.0
261,0.0
262,0.0
263,0.0
264,0.0
265,3.0
266,0.0
267,27.0
268,0.0
269,17.0
270,0.0
271,3.0
272,0.0
273,0.0
