14.0
12.0
12.0
12.0
13.0
17.0
19.0
20.0
70.0
92.0
85.0
73.0
268.0
945.0
759.0
863.0
952.0
726.0
986.0
1004.0
585.0
98.0
123.0
106.0
108.0
36.0
28.0
26.0
28.0
33.0
24.0
20.0
